UF_ESCOLA,ESFERA_GOVERNO,MUNICIPIO_ESCOLA,LOCALIZACAO_ESCOLA,NOME_ESCOLA,ALUNADO,TOTAL_RECEBIDO_ADESAO
BA,Municipal,LUIS EDUARDO MAGALHAES,Urbana,ESCOLA MUNICIPAL ONERO COSTA DA ROSA,350,"71,490.00"
BA,Municipal,LUIS EDUARDO MAGALHAES,Urbana,ESCOLA MUNICIPAL OTTOMAR SCHWENGBER,200,"40,440.00"
BA,Municipal,LUIS EDUARDO MAGALHAES,Urbana,ESCOLA MUNICIPAL VANIA APARECIDA SANTOS RIBEIRO,200,"40,440.00"
BA,Municipal,LUIS EDUARDO MAGALHAES,Urbana,ESCOLA MUNICIPAL ZILDA ARNS NEUMANN,180,"35,820.00"
BA,Municipal,MACAJUBA,Rural,ESC MUL AMANCIO RIBEIRO,70,"14,454.00"
BA,Municipal,MACAJUBA,Rural,ESC MUL DEP HENRIQUE BRITO,21,"10,395.00"
BA,Municipal,MACAJUBA,Rural,ESC MUL D PEDRO I,36,"13,500.00"
BA,Municipal,MACAJUBA,Urbana,ESCOLA JOSE SAMPAIO DO LAGO,500,"60,084.00"
BA,Municipal,MACAJUBA,Rural,ESCOLA MUL EURIDES TELES SAO LEAO,270,"48,222.00"
BA,Municipal,MACAJUBA,Urbana,ESCOLA MUNICIPAL JOSE PIRES,600,"71,640.00"
BA,Municipal,MACAJUBA,Rural,ESCOLA MUNICIPAL PADRE BERNARDO STOETTINGER,167,"31,311.00"
BA,Municipal,MACAJUBA,Rural,ESCOLA RURAL DE SANTA LUZIA,38,"8,118.00"
BA,Municipal,MACARANI,Urbana,CENTRO EDUCACIONAL PROFESSORA ELZA DE SOUZA PORTO,100,"21,180.00"
BA,Municipal,MACARANI,Urbana,EDUCANDARIO CLERIO CORREIA,100,"21,180.00"
BA,Municipal,MACARANI,Urbana,ESCOLA DR URBANO PEDRAL SAMPAIO,100,"21,180.00"
BA,Municipal,MACARANI,Rural,ESCOLA MUNICIPAL ADETINO MANOEL DO NASCIMENTO,65,"17,235.00"
BA,Municipal,MACARANI,Rural,ESCOLA MUNICIPAL DE 1º GRAU DE ITABAI,100,"10,100.00"
BA,Municipal,MACARANI,Urbana,ESCOLA MUNICIPAL DR FERNANDO SA MIRANDA,200,"24,264.00"
BA,Municipal,MACARANI,Urbana,ESCOLA MUNICIPAL PROFESSOR AFRANIO GOMES DE CARVALHO,108,"6,835.00"
BA,Municipal,MACARANI,Urbana,ESCOLA NOSSA SENHORA APARECIDA,130,"28,350.00"
BA,Municipal,MACARANI,Rural,ESCOLA RODRIGO FERNANDES DE SOUZA,86,"27,930.00"
BA,Municipal,MACARANI,Urbana,ESCOLAS REUNIDAS DE MACARANI,150,"31,050.00"
BA,Municipal,MACAUBAS,Rural,COLEGIO MUNICIPAL DE 1 GRAU CANATIBA,40,"13,560.00"
BA,Municipal,MACAUBAS,Rural,COLEGIO MUNICIPAL DE ACUDE,135,"41,625.00"
BA,Municipal,MACAUBAS,Rural,COLEGIO MUNICIPAL DE GAMELEIRA,33,"13,455.00"
BA,Municipal,MACAUBAS,Rural,COLEGIO MUNICIPAL LAUDELINO BATISTA NOBRE,90,"27,990.00"
BA,Municipal,MACAUBAS,Urbana,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR MANOEL JOAO PEREIRA,40,"9,240.00"
BA,Municipal,MACURURE,Rural,ESC MUL SAO SEBASTIAO,152,"29,016.00"
BA,Municipal,MACURURE,Rural,ESCOLA FAUSTINO PEDROSO FILHO,90,"16,794.00"
BA,Municipal,MACURURE,Urbana,GRUPO ESCOLAR NAVARRO DE BRITO,254,"31,374.00"
BA,Municipal,MAETINGA,Urbana,CEM ENSINO FUNDAMENTAL I,130,"28,350.00"
BA,Municipal,MAETINGA,Urbana,CENTRO EDUCACIONAL DE MAETINGA,200,"24,264.00"
BA,Municipal,MAETINGA,Rural,ESCOLA ERICO VERISSIMO,38,"13,530.00"
BA,Municipal,MAETINGA,Rural,ESCOLA EUCLIDES DA CUNHA,20,"6,780.00"
BA,Municipal,MAETINGA,Rural,ESCOLA JAIME GONCALVES DE AGUIAR,66,"24,030.00"
BA,Municipal,MAETINGA,Rural,ESCOLA JOSE CAMARGO,20,"6,780.00"
BA,Municipal,MAETINGA,Rural,ESCOLA MACHADO DE ASSIS,35,"13,485.00"
BA,Municipal,MAETINGA,Rural,ESCOLA ULISSES GUIMARAES,20,"6,780.00"
BA,Municipal,MAIQUINIQUE,Urbana,CENTRO EDUCACIONAL MUNICIPAL NATANIEL SOUZA SILVEIRA,400,"48,528.00"
BA,Municipal,MAIQUINIQUE,Urbana,ESCOLA MUNICIPAL EDIVALDO FLORES,160,"21,180.00"
BA,Municipal,MAIQUINIQUE,Urbana,ESCOLA MUNICIPAL EURICO GASPAR DUTRA,160,"19,872.00"
BA,Municipal,MAIQUINIQUE,Urbana,ESCOLA MUNICIPAL NELSON JOSE DE OLIVEIRA,160,"19,872.00"
BA,Municipal,MAIQUINIQUE,Rural,ESCOLA MUNICIPAL VALTER JOSE DE OLIVEIRA,144,"45,360.00"
BA,Municipal,MAIQUINIQUE,Rural,ESCOLA RURAL MUNICIPAL TINGA,20,"2,020.00"
BA,Municipal,MAIRI,Urbana,ESC CARLOS DE OLIVEIRA NUNES,57,"11,895.00"
BA,Municipal,MAIRI,Rural,ESCOLA BRAS NERY DOS SANTOS,30,"10,530.00"
BA,Municipal,MAIRI,Rural,ESCOLA JOAO AUGUSTO DE OLIVEIRA,75,"24,165.00"
BA,Municipal,MAIRI,Rural,ESCOLA JOSE FERNANDES DA SILVA,60,"17,460.00"
BA,Municipal,MAIRI,Rural,ESCOLA MUNICIPAL DE ALAGOINHAS,75,"24,165.00"
BA,Municipal,MAIRI,Rural,ESCOLA MUNICIPAL JOAO SOARES FERREIRA,80,"8,080.00"
BA,Municipal,MAIRI,Urbana,ESCOLA MUNICIPAL PROFESSORA MERCILEINE SILVA SANTOS MACHADO,102,"16,485.00"
BA,Municipal,MAIRI,Rural,ESCOLA PEDRO CELESTINO,20,"6,780.00"
BA,Municipal,MAIRI,Urbana,ESCOLA PROFESSORA IRACY D ARAUJO LEAL,371,"45,675.00"
BA,Municipal,MAIRI,Rural,ESCOLA SAO JOSE,134,"34,830.00"
BA,Municipal,MAIRI,Urbana,ESC PROFA EDELTRUDES PACHECO,100,"21,180.00"
BA,Municipal,MAIRI,Rural,ESC RURAL DE ANGICO,130,"41,550.00"
BA,Municipal,MAIRI,Rural,ESC SINFRONIO PEREIRA DE BRITO,30,"10,530.00"
BA,Municipal,MAIRI,Rural,ESC VEREADOR BERNARDINO TRINDADE,197,"59,115.00"
BA,Municipal,MAIRI,Urbana,GRUPO ESCOLAR GETULIO VARGAS,472,"57,240.00"
BA,Municipal,MALHADA,Rural,APM - ESCOLA MUNICIPAL INACIO DE SOUZA LIMA,140,"41,700.00"
BA,Municipal,MALHADA,Rural,COLEGIO SAO SEBASTIAO,350,"87,180.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL ALMERINDA SILVEIRA,63,"23,985.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL FILINTRO GONCALVES DE OLIVEIRA,164,"45,315.00"
BA,Municipal,MALHADA,Urbana,ESCOLA MUNICIPALIZADA RUI BARBOSA,265,"16,495.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL JOSE DE ALENCAR,119,"34,905.00"
BA,Municipal,MALHADA,Urbana,ESCOLA MUNICIPAL PAULO FREIRE,310,"59,445.00"
BA,Municipal,MALHADA,Urbana,ESCOLA MUNICIPAL PROFESSORA ALICE MARIA,210,"42,990.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL PROFESSOR ANISIO TEIXEIRA,433,"128,895.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL PROFESSOR HELDER JAMES PEREIRA MAGALHAES,318,"76,530.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL SAO JOAO BATISTA,112,"34,800.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL SAO JOSE,260,"76,620.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL SAO LAZARO,26,"10,470.00"
BA,Municipal,MALHADA,Rural,ESCOLA MUNICIPAL SENHOR DO BONFIM,30,"10,530.00"
BA,Municipal,MALHADA DE PEDRAS,Urbana,CENTRO EDUCACIONAL RUI BARBOSA,150,"31,050.00"
BA,Municipal,MALHADA DE PEDRAS,Urbana,ESCOLA MUNICIPAL JEFERSON PEREIRA DOS SANTOS,95,"21,105.00"
BA,Municipal,MALHADA DE PEDRAS,Urbana,ESCOLA MUNICIPAL RAIOS DE SOL,150,"31,050.00"
BA,Municipal,MALHADA DE PEDRAS,Rural,NUCLEO A - ESCOLA MUNICIPAL INOCENCIO JOSE DE SOUZA,70,"24,090.00"
BA,Municipal,MALHADA DE PEDRAS,Rural,NUCLEO B - ESCOLA MUNICIPAL MANOEL JOSE DE CARVALHO,67,"14,427.00"
BA,Municipal,MALHADA DE PEDRAS,Rural,NUCLEO C - ESCOLA MUNICIPAL EUVALDO JOSE DOS SANTOS,30,"10,530.00"
BA,Municipal,MALHADA DE PEDRAS,Rural,NUCLEO D - ESCOLA MUNICIPAL JOSE DE ALENCAR,72,"24,120.00"
BA,Municipal,MANOEL VITORINO,Urbana,EDUCANDARIO MONTEIRO LOBATO,233,"40,185.00"
BA,Municipal,MANOEL VITORINO,Urbana,ESCOLA MUNICIPAL 30 DE JULHO,200,"40,440.00"
BA,Municipal,MANOEL VITORINO,Rural,ESCOLA MUNICIPAL CLEMENTE MARIANI,310,"56,358.00"
BA,Municipal,MANOEL VITORINO,Rural,ESCOLA MUNICIPAL CLERISTON ANDRADE,68,"24,060.00"
BA,Municipal,MANOEL VITORINO,Urbana,ESCOLA MUNICIPAL COSTA E SILVA,178,"21,474.00"
BA,Municipal,MANOEL VITORINO,Rural,ESCOLA MUNICIPAL JORGE VAZ,39,"13,545.00"
BA,Municipal,MANOEL VITORINO,Rural,ESCOLA MUNICIPAL MARCILIO TEIXEIRA,200,"35,496.00"
BA,Municipal,MANOEL VITORINO,Rural,ESCOLA MUNICIPAL RIO DAS CONTAS,156,"48,420.00"
BA,Municipal,MANOEL VITORINO,Urbana,ESCOLA MUNICIPAL ROBERT KENNEDY,165,"35,595.00"
BA,Municipal,MANSIDAO,Rural,CENTRO EDUCACIONAL MUN CARLOS BATISTA DE OLIVEIRA,70,"17,250.00"
BA,Municipal,MANSIDAO,Rural,CENTRO EDUCACIONAL MUNICIPAL SAO JOSE DE BELA VIST,96,"30,960.00"
BA,Municipal,MANSIDAO,Rural,CENTRO EDUCACIONAL MUNICIPAL SAO LUCAS,100,"31,020.00"
BA,Municipal,MANSIDAO,Rural,CENTRO EDUCACIONAL MUNICIPAL SAO SEBASTIAO,73,"24,135.00"
BA,Municipal,MANSIDAO,Urbana,COLEGIO MUNICIPAL DE MANSIDAO,411,"83,445.00"
BA,Municipal,MANSIDAO,Rural,COLEGIO SANTO ANTONIO,144,"45,360.00"
BA,Municipal,MANSIDAO,Rural,ESCOLA AMIZADE,68,"24,060.00"
BA,Municipal,MANSIDAO,Urbana,ESCOLA MUNICIPAL DAVINA SARAIVA,93,"21,075.00"
BA,Municipal,MANSIDAO,Urbana,ESCOLA MUNICIPAL SAO GONCALO,272,"56,880.00"
BA,Municipal,MANSIDAO,Rural,ESCOLA TEODOMIRO FERREIRA DE SOUZA,42,"17,190.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR ESTANDISLAU DA ROCHA,155,"48,405.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR JOAO ANTONIO FIGUEREDO,101,"34,635.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR JOSE ORGETE DA SILVA,30,"10,530.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR MUNICIPAL NOSSA SENHORA DA CONCEICAO,142,"45,330.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR SANTO ANDRE,41,"17,175.00"
BA,Municipal,MANSIDAO,Rural,GRUPO ESCOLAR SAO JOSE DA BELA VISTA,71,"24,105.00"
BA,Municipal,MARACAS,Urbana,CENTRO EDUCACIONAL VANDA LACERDA DE MATOS,100,"21,180.00"
BA,Municipal,MARACAS,Urbana,COLEGIO NORMAL MUNICIPAL DE MARACAS,60,"11,940.00"
BA,Municipal,MARACAS,Urbana,EE - ESCOLA ESTADUAL RENATO VAZ SAMPAIO,100,"21,180.00"
BA,Municipal,MARACAS,Rural,ESCOLA ADEOVALDO MEIRA,100,"24,165.00"
BA,Municipal,MARACAS,Rural,ESCOLA ANTONIO DIAS DE NOVAES,22,"10,410.00"
BA,Municipal,MARACAS,Urbana,ESCOLA CORACAO DE JESUS,100,"12,708.00"
BA,Municipal,MARACAS,Urbana,ESCOLA ESPECIAL OLGA SARAIVA DA FONSECA,54,"7,110.00"
BA,Municipal,MARACAS,Urbana,ESCOLA ESTADUAL CORONEL MARCIONILIO SOUZA,100,"5,505.00"
BA,Municipal,MARACAS,Rural,ESCOLA LUIZ BRAGA,100,"31,020.00"
BA,Municipal,MARACAS,Rural,ESCOLA MONTEIRO LOBATO,21,"10,395.00"
BA,Municipal,MARACAS,Urbana,ESCOLA OTAVIO MANGABEIRA,100,"21,180.00"
BA,Municipal,MARACAS,Urbana,INSTITUTO DE EDUCACAO DE MARACAS,120,"23,880.00"
BA,Municipal,MARAGOGIPE,Rural,CLERISTON ANDRADE,28,"10,500.00"
BA,Municipal,MARAGOGIPE,Urbana,COLEGIO MUNICIPALIZADO CATARINA PARAGUACU,80,"16,560.00"
BA,Estadual,MARAGOGIPE,Rural,EE - COLEGIO ESTADUAL KLEBER PACHECO - DISTRITO SAO ROQUE DO PARAGUACU,426,"87,240.00"
BA,Estadual,MARAGOGIPE,Urbana,EE - COLEGIO POLIVALENTE DE MARAGOGIPE,232,"28,584.00"
BA,Municipal,MARAGOGIPE,Rural,ESC ANTONIO OTILIO DE ANDRADE,80,"24,240.00"
BA,Municipal,MARAGOGIPE,Rural,ESC ENG JULIO DOS SANTOS SA,40,"13,560.00"
BA,Municipal,MARAGOGIPE,Urbana,ESC HILDERICO P DE OLIVEIRA,40,"9,240.00"
BA,Municipal,MARAGOGIPE,Rural,ESC MENELEU BATISTA SOARES,56,"17,400.00"
BA,Municipal,MARAGOGIPE,Rural,ESC MUNICIPAL DESEMBARGADOR OSCAR DANTAS,55,"17,385.00"
BA,Municipal,MARAGOGIPE,Urbana,ESC MUNICIPAL MARIO GORDILHO PEDREIRA,100,"21,180.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA ANTONIO VIRGILIO DE MEDINA,95,"30,945.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA DEPUTADO CLERALDO ANDRADE,40,"13,560.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA DEUS MENINO,150,"45,450.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA GASTAO PEDREIRA,32,"13,440.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA GETULIO VARGAS,26,"10,470.00"
BA,Municipal,MARAGOGIPE,Urbana,ESCOLA MUNICIPAL DE REFERENCIA PLINIO PEREIRA GUEDES,40,"9,240.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA MUNICIPAL EDITH RIBEIRO NUNES,39,"13,545.00"
BA,Municipal,MARAGOGIPE,Urbana,ESCOLA MUNICIPAL FERNANDO PRESIDIO,40,"9,240.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA MUNICIPAL GETULIO VARGAS,60,"17,460.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA MUNICIPAL NOSSA SENHORA DA PIEDADE,80,"24,240.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA MUNICIPAL SANTA RITA,104,"34,680.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA MUNICIPAL SANTO ANTONIO,25,"10,455.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA NOVA JERUSALEM,33,"13,455.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA OTAVIANO TEIXEIRA,28,"10,500.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA RECANTO VERDE,33,"13,455.00"
BA,Municipal,MARAGOGIPE,Rural,ESCOLA RUBEN GUERRA ARMEDE,40,"13,560.00"
BA,Municipal,MARAGOGIPE,Urbana,ESC PROF ADJOVITA MARQUES,60,"11,940.00"
BA,Municipal,MARAGOGIPE,Rural,ESC PROF LUIZ DA FRANCA PIEDADE,32,"13,440.00"
BA,Municipal,MARAGOGIPE,Urbana,ESC SILVIO VIEIRA MELO,62,"16,290.00"
BA,Municipal,MARAU,Urbana,COLEGIO MUNICIPAL DR ANTENOR LEMOS,200,"24,264.00"
BA,Municipal,MARAU,Rural,COLEGIO MUNICIPAL MARIA AMELIA GENE PIRAJA,140,"25,020.00"
BA,Estadual,MARAU,Rural,EE - COLEGIO ESTADUAL CLEMENTE MARIANI - DISTRITO DE IBIACU,70,"14,454.00"
BA,Municipal,MARAU,Urbana,ESCOLA MUNICIPAL ALTANIRA MAURO RIBEIRO,160,"21,075.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL MANOEL HEMETERIO DE LEMOS,130,"30,900.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,140,"25,020.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL RUI BARBOSA,140,"25,020.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL SAO GERONIMO,46,"17,250.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL SENHORA SANTANA,100,"18,612.00"
BA,Municipal,MARAU,Rural,ESCOLA MUNICIPAL VITORIO MAGALHAES,100,"18,612.00"
BA,Municipal,MARCIONILIO SOUZA,Urbana,COLEGIO MUNICIPAL BERNARDO GALVAO DE CASTRO,181,"40,155.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,COLEGIO MUNICIPAL RAIMUNDO NONATO COSTA,61,"23,955.00"
BA,Municipal,MARCIONILIO SOUZA,Urbana,COLEGIO MUNICIPAL TAMBURI,242,"45,045.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,ESC LUIZ VIANA FILHO,55,"17,385.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,ESCOLA FIRMO JOSE DA LUZ,92,"30,900.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,ESCOLA MUL DE 1 GRAU SANTO ANTONIO,148,"34,800.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,ESCOLA MUNICIPAL ANTONIO BALBINO,31,"13,425.00"
BA,Municipal,MARCIONILIO SOUZA,Urbana,ESCOLA MUNICIPAL CARMELIA MARINIELLO,296,"56,910.00"
BA,Municipal,MARCIONILIO SOUZA,Urbana,ESCOLA MUNICIPAL MARGARIDA OLIVEIRA,217,"35,610.00"
BA,Municipal,MARCIONILIO SOUZA,Rural,ESCOLA MUN TIRADENTES,48,"17,280.00"
BA,Municipal,MARCIONILIO SOUZA,Urbana,ESCOLA RUY BARBOSA,81,"18,975.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL AMELIO BATISTA FILHO,150,"31,050.00"
BA,Municipal,MATA DE SAO JOAO,Rural,ESCOLA MUNICIPAL ANTONIO FRANCISCO ALVES,169,"31,329.00"
BA,Municipal,MATA DE SAO JOAO,Rural,ESCOLA MUNICIPAL ARNALDO SOUZA PRADO,304,"93,840.00"
BA,Municipal,MATA DE SAO JOAO,Rural,ESCOLA MUNICIPAL CATARINO RIBEIRO DA SILVA,146,"45,390.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL EMANOEL FONTES,160,"33,120.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL EZILDA PINTO DO CARMO,249,"40,395.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL ISAAC MARAMBAIA,195,"40,365.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL JOAO FRANCISCO DOS SANTOS,106,"23,670.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL JOAO PEREIRA VASCONCELOS,300,"35,820.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL JOSE DE ALMEIDA SEIXAS FILHO,160,"33,120.00"
BA,Municipal,MATA DE SAO JOAO,Rural,ESCOLA MUNICIPAL MARIA DE LOURDES SEIXAS,187,"58,965.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL MARIA ODILIA VASCONCELOS,150,"31,050.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL MONSENHOR BARBOSA,616,"123,960.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL PEDRO JOAQUIM DE SOUZA,196,"12,400.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL PROFESSORA ROSA MARIA VIEIRA TAVARES,128,"28,320.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL PROFESSOR AUREO DE OLIVEIRA FILHO,429,"52,821.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL PROFESSORA VALDETE SEIXAS OLIVEIRA,350,"59,700.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL PROFESSOR ROBERT LIMA COSTA,100,"21,180.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL SAO FRANCISCO,100,"21,180.00"
BA,Municipal,MATA DE SAO JOAO,Urbana,ESCOLA MUNICIPAL WILHELM HERMANN KLAUS PETERS,338,"68,910.00"
BA,Municipal,MATINA,Rural,COLEGIO MUNICIPAL APRIGIO FERREIRA LEAO,50,"17,310.00"
BA,Municipal,MATINA,Urbana,COLEGIO MUNICIPAL ERALDO TINOCO,100,"16,560.00"
BA,Municipal,MATINA,Rural,COLEGIO MUNICIPAL JOSE FERNANDES BRITO,20,"6,780.00"
BA,Municipal,MATINA,Rural,ESC MUL FELISBERTO ANICETO CARDIM,50,"17,310.00"
BA,Municipal,MATINA,Rural,ESC MUL PLINIO JOSE DOS SANTOS,40,"13,560.00"
BA,Municipal,MATINA,Rural,ESC MUNICIPAL DE ALDO LUCHETTA,40,"13,560.00"
BA,Municipal,MATINA,Rural,ESC NECO LEAO,50,"17,310.00"
BA,Municipal,MATINA,Urbana,GRUPO ESC DR JOAQUIM V CASTRO II,100,"16,560.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESC EST DE 1 GRAU AURELINO ANDRADE SILVA,60,"11,940.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESC MUN DE 1 GRAU ALIRIO BARBOSA,50,"11,790.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESC MUN DE 1 GRAU ANTONIO GONCALVES PRATES,80,"16,560.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESC MUN SARGENTO PEDRO SALUSTIANO DE SOUZA FILHO,60,"11,940.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL ANTONIO ALVES GUIMARAES,53,"11,835.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL BRANCA DE NEVE,20,"4,620.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL CHRISTINA DE AMARANTE E MOTA,160,"21,180.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL DE 1 GRAU VIRGILIO FERREIRA DA SILVA,100,"21,180.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL HERMELINDO FIGUEIREDO,40,"9,240.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL PROFESSORA AUREA NUNES DA SILVA,60,"11,940.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL PROFESSORA IEDA ALVES DE OLIVEIRA,80,"16,560.00"
BA,Municipal,MEDEIROS NETO,Urbana,ESCOLA MUNICIPAL PROFESSORA SILVETE SANTOS PEREIRA,120,"23,880.00"
BA,Municipal,MEDEIROS NETO,Urbana,G ESC HUMBERTO DE ALENCAR CASTELO BRANCO,40,"9,240.00"
BA,Municipal,MEDEIROS NETO,Urbana,GINASIO ANTONIO CARLOS MAGALHAES,125,"28,275.00"
BA,Municipal,MEDEIROS NETO,Urbana,GINASIO JOAO XXIII,120,"23,880.00"
BA,Municipal,MEDEIROS NETO,Urbana,GRUPO ESCOLAR MANOEL FERREIRA LIMA,60,"11,940.00"
BA,Municipal,MEDEIROS NETO,Urbana,GRUPO ESCOLAR SAO JORGE,20,"4,620.00"
BA,Municipal,MIGUEL CALMON,Rural,ADILELMO MARCELINO DE MIRANDA,28,"10,500.00"
BA,Municipal,MIGUEL CALMON,Urbana,COLEGIO CLARIEZER VICENTE DOS ANJOS,300,"35,820.00"
BA,Municipal,MIGUEL CALMON,Rural,COLEGIO MUNICIPAL DE ENSINO FUNDAMENTAL DE SALGADO GRANDE E REGIAO,80,"14,544.00"
BA,Estadual,MIGUEL CALMON,Urbana,EE - COLEGIO ESTADUAL POLIVALENTE DE MIGUEL CALMON,200,"35,625.00"
BA,Municipal,MIGUEL CALMON,Rural,ESC 1 GRAU ENG FRANCISCO MARTINS BASTOS,50,"17,310.00"
BA,Municipal,MIGUEL CALMON,Urbana,ESC MUNICIPAL PADRE PAULO FELBER,80,"11,940.00"
BA,Municipal,MIGUEL CALMON,Rural,ESC OCLENIDIA O S MESQUITA,24,"10,440.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA ARACI DE OLIVEIRA,52,"17,340.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA JERONIMO JOSE DE OLIVEIRA,84,"17,250.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA JOSE OTAVIO DE SENA,30,"10,530.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA MATIAS FREIRE,25,"10,455.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA MUNICIPAL DE TAPIRANGA,25,"10,455.00"
BA,Municipal,MIGUEL CALMON,Urbana,ESCOLA MUNICIPAL JOSE LOURENCO,50,"11,790.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA PAULO MENEZES MOREIRA,20,"6,780.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA SANTO ANTONIO4,20,"6,780.00"
BA,Municipal,MIGUEL CALMON,Rural,ESCOLA TIBURCIO JOSE MARQUES,20,"6,780.00"
BA,Municipal,MIGUEL CALMON,Urbana,GUSTAVO DE ANDRADE,80,"16,560.00"
BA,Municipal,MIGUEL CALMON,Rural,RONAN OLIVEIRA MOTA,90,"27,990.00"
BA,Municipal,MILAGRES,Urbana,CENTRO EDUCACIONAL CONRADO MENEZES DA SILVA,300,"59,700.00"
BA,Municipal,MILAGRES,Urbana,ESCOLA MUNICIPAL DE TARTARUGA,200,"40,440.00"
BA,Municipal,MILAGRES,Urbana,ESCOLA MUNICIPAL GOVERNADOR DR ANTONIO CARLOS MAGALHAES,100,"21,180.00"
BA,Municipal,MILAGRES,Urbana,ESCOLA MUNICIPAL LUIS EDUARDO MAGALHAES,162,"35,550.00"
BA,Municipal,MILAGRES,Rural,ESCOLA RAIMUNDO DE SOUSA SILVA,60,"17,460.00"
