ANO_REFERENCIA,UF_ESCOLA,MUNICIPIO_ESCOLA,ESFERA_GOVERNO,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,ALUNADO,TOTAL_RECEBIDO_ADESAO,,,
2016,SE,LARANJEIRAS,Municipal,Rural,28016386,ESC MUN HORACIO HORA,23,R$ 10.425,0,,
2016,TO,PALMAS,Municipal,Urbana,17040930,ESC MUN HENRIQUE TALONE PINHEIRO,685,R$ 138.435,0,,
2016,PI,DEMERVAL LOBAO,Municipal,Urbana,22019634,ESC MUN HELENA VELOSO,138,R$ 28.470,0,,
2016,BA,NAZARE,Municipal,Urbana,29169852,ESC MUN GUIOMAR MUNIZ PEREIRA,153,R$ 33.015,0,,
2016,PI,FLORIANO,Municipal,Urbana,22057145,ESC MUN GETULIO VARGAS,102,R$ 8.190,0,,
2016,RS,TORRES,Municipal,Rural,43156037,ESC MUN FUNDAMENTAL SAO JUDAS TADEU,37,R$ 13.515,0,,
2016,RS,TORRES,Municipal,Urbana,43299067,ESC MUN FUND ZONA SUL,80,R$ 16.560,0,,
2016,RS,IJUI,Municipal,Urbana,43074880,ESC MUN FUN TOME DE SOUZA,40,R$ 2.760,0,,
2016,PI,CAMPO LARGO DO PIAUI,Municipal,Rural,22116575,ESC MUN FRANCISCO OLIVEIRA CASTRO,46,R$ 17.250,0,,
2016,RN,CURRAIS NOVOS,Municipal,Urbana,24035653,ESC MUN FRANCISCO LEONIS GOMES DE ASSIS,110,R$ 14.238,0,,
2016,PI,JAICOS,Municipal,Rural,22093338,ESC MUN FRANCISCO LEAL DO SANTOS,34,R$ 13.470,0,,
2016,PE,LAGOA DO OURO,Municipal,Rural,26078716,ESC MUN FRANCISCO ALVES BASILIO,20,R$ 6.780,0,,
2016,RN,TENENTE ANANIAS,Municipal,Urbana,24084069,ESC MUN FRANCISCA MARIA DA SILVEIRA SANTOS,100,R$ 21.180,0,,
2016,AM,CAREIRO DA VARZEA,Municipal,Urbana,13094211,ESC MUN FRANCISCA CHAGAS DA FONSECA PINTO,72,R$ 16.440,0,,
2016,AM,CARAUARI,Municipal,Urbana,13008528,ESC MUN FIRMINO BASTOS,437,R$ 78.705,0,,
2016,PI,SIMOES,Municipal,Rural,22101330,ESC MUN EUSTAQUIO CARVALHO,100,R$ 31.020,0,,
2016,MT,POXOREO,Municipal,Rural,51054353,ESC MUN EPAMINONDAS CORREIA DE OLIVEIRA,73,R$ 4.827,0,,
2016,RS,PALMITINHO,Municipal,Rural,43096069,ESC MUN ENSINO FUNDAMENTAL JOSE CORREA,104,R$ 34.680,0,,
2016,PB,JURIPIRANGA,Municipal,Urbana,25088912,ESC MUN ENS INF E FUND SALVINO JOAO PEREIRA,523,R$ 37.175,0,,
2016,RS,GUAIBA,Municipal,Urbana,43207189,ESC MUN ENS FUND ZILA PAIVA RODRIGUES JARDIM,41,R$ 11.655,0,,
2016,RS,SAO BORJA,Municipal,Urbana,43132740,ESC MUN ENS FUND VICENTE GOULART,120,R$ 23.880,0,,
2016,RS,CHARQUEADAS,Municipal,Urbana,43045766,ESC MUN ENS FUND THIETRO ANTONIO PIRES,114,R$ 23.790,0,,
2016,RS,SAO GABRIEL,Municipal,Urbana,43207944,ESC MUN ENS FUND TELMO BORBA MENEZES,109,R$ 23.715,0,,
2016,RS,ERVAL GRANDE,Municipal,Urbana,43170447,ESC MUN ENS FUND TANCREDO NEVES,59,R$ 9.120,0,,
2016,PB,ARACAGI,Municipal,Rural,25066935,ESC MUN ENS FUND SANTA LUCIA,54,R$ 17.370,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Urbana,43129978,ESC MUN ENS FUND SANTA INES,120,R$ 23.880,0,,
2016,RS,SERTAO SANTANA,Municipal,Rural,43152171,ESC MUN ENS FUND RUY RAMOS,217,R$ 39.537,0,,
2016,RS,VIAMAO,Municipal,Urbana,43209890,ESC MUN ENS FUND RESIDENCIAL FIGUEIRA,121,R$ 28.215,0,,
2016,RS,SAO BORJA,Municipal,Urbana,43132723,ESC MUN ENS FUND REPUBLICA ARGENTINA,97,R$ 21.135,0,,
2016,RS,TIO HUGO,Municipal,Urbana,43168396,ESC MUN ENS FUND REINOLDO BORN,37,R$ 5.517,0,,
2016,RS,PAVERAMA,Municipal,Urbana,43099289,ESC MUN ENS FUND PROFESSORA GONCALINA PINTO VILANOVA,30,R$ 7.170,0,,
2016,RS,SANANDUVA,Municipal,Urbana,43119417,ESC MUN ENS FUND PROFESSORA ELDY MARIA PANSERA,50,R$ 7.074,0,,
2016,RS,MACHADINHO,Municipal,Urbana,43084656,ESC MUN ENS FUND PROF MURIAM PIOVEZAN DE LIMA,123,R$ 21.150,0,,
2016,RS,CHARQUEADAS,Municipal,Urbana,43045642,ESC MUN ENS FUND PIO XII,170,R$ 35.670,0,,
2016,RS,ANTA GORDA,Municipal,Rural,43014453,ESC MUN ENS FUND PINHEIRO MACHADO,20,R$ 2.020,0,,
2016,RS,VIAMAO,Municipal,Urbana,43212018,ESC MUN ENS FUND PEDRO VICENTE,121,R$ 28.215,0,,
2016,RS,NOVA PETROPOLIS,Municipal,Urbana,43205577,ESC MUN ENS FUND OTTO HOFFMANN,122,R$ 28.230,0,,
2016,RS,CHARQUEADAS,Municipal,Urbana,43045626,ESC MUN ENS FUND OTAVIO REIS,100,R$ 21.180,0,,
2016,RS,CHARQUEADAS,Municipal,Urbana,43045758,ESC MUN ENS FUND OCTAVIO LAZARO,80,R$ 9.936,0,,
2016,RS,BARRA DO GUARITA,Municipal,Urbana,43209602,ESC MUN ENS FUND NOVO HORIZONTE,116,R$ 16.485,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Rural,43129811,ESC MUN ENS FUND NOSSA SENHORA MEDIANEIRA,63,R$ 23.985,0,,
2016,RS,CACAPAVA DO SUL,Municipal,Urbana,43027350,ESC MUN ENS FUND NOSSA SENHORA DAS GRACAS,240,R$ 47.760,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Urbana,43130852,ESC MUN ENS FUND NERCY ROSA,100,R$ 16.440,0,,
2016,RS,SAO BORJA,Municipal,Urbana,43132774,ESC MUN ENS FUND NEITH ARAGON MOTTA,100,R$ 21.180,0,,
2016,RS,DOIS IRMAOS DAS MISSOES,Municipal,Urbana,43299202,ESC MUN ENS FUND MARKUS DONATTI BRESSAN,66,R$ 16.350,0,,
2016,RS,CAPAO DA CANOA,Municipal,Urbana,43173870,ESC MUN ENS FUND MARIO CURTINOVE,100,R$ 21.180,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113311,ESC MUN ENS FUND MARILIA RODRIGUES SANTOS,70,R$ 9.846,0,,
2016,RS,GRAMADO DOS LOUREIROS,Municipal,Rural,43089810,ESC MUN ENS FUND MANOEL GONCALVES MACHADO,64,R$ 24.000,0,,
2016,RS,SANTIAGO,Municipal,Urbana,43127622,ESC MUN ENS FUND MANOEL ABREU,103,R$ 23.625,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Urbana,43130917,ESC MUN ENS FUND MADRE TERESA,50,R$ 11.790,0,,
2016,RS,SAO JOAO DA URTIGA,Municipal,Urbana,43137695,ESC MUN ENS FUND LUIZ BIASI,30,R$ 7.170,0,,
2016,RS,FLORES DA CUNHA,Municipal,Urbana,43206670,ESC MUN ENS FUND LEONEL DE MOURA BRIZOLA,47,R$ 11.745,0,,
2016,RS,IPE,Municipal,Urbana,43250807,ESC MUN ENS FUND LEONEL DE MOURA BRIZOLA,70,R$ 16.410,0,,
2016,RS,LAJEADO,Municipal,Urbana,43183468,ESC MUN ENS FUND LAURO MATHIAS MULLER,121,R$ 28.215,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Rural,43130712,ESC MUN ENS FUND JOSE TELMO MARTINS,34,R$ 13.470,0,,
2016,RS,MORMACO,Municipal,Rural,43150667,ESC MUN ENS FUND JOSE RODRIGUES CARDOSO,65,R$ 24.015,0,,
2016,RS,TAPES,Municipal,Urbana,43152236,ESC MUN ENS FUND JOSE DIVINO B PEREIRA,100,R$ 6.900,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Rural,43129641,ESC MUN ENS FUND JOSE DE ANCHIETA,100,R$ 24.240,0,,
2016,RS,SANTANA DA BOA VISTA,Municipal,Rural,43124607,ESC MUN ENS FUND JOSE DE ALENCAR,43,R$ 17.205,0,,
2016,PB,ARACAGI,Municipal,Rural,25066846,ESC MUN ENS FUND JOAQUIM BENTO DE OLIVEIRA,33,R$ 4.005,0,,
2016,PB,ARACAGI,Municipal,Rural,25066811,ESC MUN ENS FUND JOAO DUTRA DE ARAUJO,59,R$ 17.445,0,,
2016,RS,SOLEDADE,Municipal,Rural,43150586,ESC MUN ENS FUND JOAO BATISTA,40,R$ 13.560,0,,
2016,RS,SINIMBU,Municipal,Rural,43120580,ESC MUN ENS FUND IPIRANGA,20,R$ 6.780,0,,
2016,RS,CACAPAVA DO SUL,Municipal,Urbana,43027245,ESC MUN ENS FUND INOCENCIO PRATES CHAVES,250,R$ 31.338,0,,
2016,RS,MANOEL VIANA,Municipal,Rural,43133479,ESC MUN ENS FUND HENRIQUE DIAS,20,R$ 2.020,0,,
2016,RS,SOBRADINHO,Municipal,Urbana,43149626,ESC MUN ENS FUND GERALCINO DORNELLES,60,R$ 11.940,0,,
2016,RS,TIO HUGO,Municipal,Rural,43073328,ESC MUN ENS FUND FREI CLEMENTE,26,R$ 6.282,0,,
2016,RS,IBIRUBA,Municipal,Urbana,43073867,ESC MUN ENS FUND FLORESTA,164,R$ 21.348,0,,
2016,RS,ITACURUBI,Municipal,Rural,43077064,ESC MUN ENS FUND FLORENTINO DUTRA,35,R$ 8.091,0,,
2016,RS,CAPAO BONITO DO SUL,Municipal,Urbana,43200648,ESC MUN ENS FUND FIRMINO FRIZZO,180,R$ 35.820,0,,
2016,RS,SAO BORJA,Municipal,Urbana,43132669,ESC MUN ENS FUND FERNANDO FERRARI,98,R$ 16.470,0,,
2016,RS,SANANDUVA,Municipal,Urbana,43119158,ESC MUN ENS FUND ERNESTO RAYMUNDI,40,R$ 5.544,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Rural,43130330,ESC MUN ENS FUND ERICO VERISSIMO,67,R$ 14.427,0,,
2016,RS,CRUZ ALTA,Municipal,Urbana,43050182,ESC MUN ENS FUND ENG ILDO MENEGHETTI,80,R$ 5.520,0,,
2016,RS,SAO BORJA,Municipal,Urbana,43132650,ESC MUN ENS FUND DUQUE DE CAXIAS,80,R$ 16.560,0,,
2016,RS,LIBERATO SALZANO,Municipal,Rural,43084150,ESC MUN ENS FUND DUARTE DA COSTA,28,R$ 10.500,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Rural,43129544,ESC MUN ENS FUND DOZE DE OUTUBRO,45,R$ 10.395,0,,
2016,RS,URUGUAIANA,Municipal,Urbana,43162720,ESC MUN ENS FUND DOM BOSCO,80,R$ 16.560,0,,
2016,RS,RIO GRANDE,Municipal,Rural,43113370,ESC MUN ENS FUND CRISTOVAO PEREIRA DE ABREU,94,R$ 30.930,0,,
2016,RS,RIO GRANDE,Municipal,Rural,43112978,ESC MUN ENS FUND CORONEL PEDRO OSORIO,41,R$ 17.175,0,,
2016,RS,PALMITINHO,Municipal,Rural,43095984,ESC MUN ENS FUND CASTRO ALVES,95,R$ 30.945,0,,
2016,RS,SERTAO SANTANA,Municipal,Rural,43069860,ESC MUN ENS FUND CARLOS PAPKE SOBRINHO,59,R$ 13.545,0,,
2016,RS,SERTAO SANTANA,Municipal,Rural,43136575,ESC MUN ENS FUND CAPITAO GARCIA,146,R$ 27.975,0,,
2016,RS,CACIQUE DOBLE,Municipal,Rural,43030157,ESC MUN ENS FUND BELMIRO JOSE GRANZOTO,30,R$ 6.318,0,,
2016,RS,ANTA GORDA,Municipal,Rural,43014569,ESC MUN ENS FUND AUGUSTO MEYER,32,R$ 13.440,0,,
2016,RS,CHARQUEADAS,Municipal,Urbana,43045634,ESC MUN ENS FUND ARTUR DORNELLES,60,R$ 11.940,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Urbana,43130895,ESC MUN ENS FUND ANTONIO LAUREANO DA CUNHA FILHO,80,R$ 16.560,0,,
2016,RS,ENCRUZILHADA DO SUL,Municipal,Urbana,43054560,ESC MUN ENS FUND ANJO DA GUARDA,50,R$ 7.074,0,,
2016,RS,SANTO ANTONIO DA PATRULHA,Municipal,Urbana,43130798,ESC MUN ENS FUND ANGELO TEDESCO,39,R$ 9.225,0,,
2016,RS,CIDREIRA,Municipal,Urbana,43173918,ESC MUN ENS FUND ALFREDO PEDRO DA SILVA,100,R$ 4.140,0,,
2016,RS,DOM PEDRITO,Municipal,Urbana,43053033,ESC MUN ENS FUND ALEXANDRE VIEIRA,206,R$ 40.215,0,,
2016,RS,DOM PEDRITO,Municipal,Urbana,43052290,ESC MUN ENS FUND ALCIDES MAIA,153,R$ 21.180,0,,
2016,RS,FLORES DA CUNHA,Municipal,Urbana,43063225,ESC MUN ENS FUND 1� DE MAIO,155,R$ 33.045,0,,
2016,RS,SANTA MARIA,Municipal,Urbana,43123520,ESC MUN ENS FUN ZENIR AITA,60,R$ 4.140,0,,
2016,RS,CANELA,Municipal,Rural,43035620,ESC MUN ENS FUN ZEFERINO JOSE LOPES,25,R$ 3.965,0,,
2016,RS,NOVO BARREIRO,Municipal,Rural,43095526,ESC MUN ENS FUN ZEFERINO BRASIL,86,R$ 27.930,0,,
2016,RS,SANTA CLARA DO SUL,Municipal,Rural,43082882,ESC MUN ENS FUN WILLIBALDO BOTH,26,R$ 10.470,0,,
2016,RS,LAJEADO,Municipal,Urbana,43082637,ESC MUN ENS FUN VITUS ANDRE MORSCHBACHER,45,R$ 11.715,0,,
2016,RS,PORTAO,Municipal,Urbana,43104886,ESC MUN ENS FUN VISCONDE DE MAUA,80,R$ 5.520,0,,
2016,RS,FREDERICO WESTPHALEN,Municipal,Rural,43064809,ESC MUN ENS FUN VINTE E UM DE ABRIL,26,R$ 10.470,0,,
2016,RS,MARAU,Municipal,Urbana,43173373,ESC MUN ENS FUN VINTE E OITO DE FEVEREIRO,98,R$ 6.890,0,,
2016,RS,PICADA CAFE,Municipal,Urbana,43091849,ESC MUN ENS FUN VINTE E CINCO DE JULHO,202,R$ 42.870,0,,
2016,RS,NOVA SANTA RITA,Municipal,Urbana,43191061,ESC MUN ENS FUN VICTOR AGGENS,515,R$ 62.811,0,,
2016,RS,LAGOA BONITA DO SUL,Municipal,Rural,43149707,ESC MUN ENS FUN VERGILIO LUIZ FRANCISCO DA SILVA,24,R$ 3.960,0,,
2016,RS,BAGE,Municipal,Urbana,43020429,ESC MUN ENS FUN VER CARLOS MARIO MERCIO SILVEIRA,100,R$ 21.180,0,,
2016,RS,NOVA SANTA RITA,Municipal,Rural,43037801,ESC MUN ENS FUN VASCONCELOS JARDIM,20,R$ 2.020,0,,
2016,RS,NAO-ME-TOQUE,Municipal,Urbana,43089070,ESC MUN ENS FUN VALDOMIRO GRACIANO,24,R$ 2.680,0,,
2016,RS,NOVA SANTA RITA,Municipal,Rural,43038158,ESC MUN ENS FUN TREZE DE MAIO,60,R$ 17.460,0,,
2016,RS,SAO JOSE DO HERVAL,Municipal,Rural,43138020,ESC MUN ENS FUN TOME DE SOUZA,80,R$ 8.080,0,,
2016,RS,SAO JOSE DO NORTE,Municipal,Rural,43138390,ESC MUN ENS FUN TOBIAS DA SILVA,99,R$ 31.005,0,,
2016,RS,FLORES DA CUNHA,Municipal,Rural,43062946,ESC MUN ENS FUN TIRADENTES,45,R$ 17.235,0,,
2016,RS,MORRO REUTER,Municipal,Rural,43051251,ESC MUN ENS FUN TIRADENTES,30,R$ 10.530,0,,
2016,RS,ARARICA,Municipal,Urbana,43091156,ESC MUN ENS FUN THENO GRINGS,120,R$ 23.880,0,,
2016,RS,ARROIO DO MEIO,Municipal,Urbana,43016286,ESC MUN ENS FUN TANCREDO NEVES,71,R$ 16.425,0,,
2016,RS,SOBRADINHO,Municipal,Urbana,43150063,ESC MUN ENS FUN SEOMAR MAINARDI,40,R$ 9.240,0,,
2016,RS,GUAIBA,Municipal,Urbana,43070450,ESC MUN ENS FUN SENADOR TEOTONIO BRANDAO VILELLA,41,R$ 11.655,0,,
2016,RS,PINHEIRO MACHADO,Municipal,Rural,43102298,ESC MUN ENS FUN SENADOR JOSE ERMIRIO DE MORAES,80,R$ 14.544,0,,
2016,RS,SALVADOR DO SUL,Municipal,Urbana,43118984,ESC MUN ENS FUN SELMA WALLAUER,78,R$ 16.530,0,,
2016,RS,LAGOAO,Municipal,Rural,43082432,ESC MUN ENS FUN SAO SALVADOR,80,R$ 24.240,0,,
2016,RS,SAO VALENTIM,Municipal,Rural,43145094,ESC MUN ENS FUN SAO PEDRO,46,R$ 17.250,0,,
2016,RS,GUAIBA,Municipal,Rural,43070116,ESC MUN ENS FUN SAO PAULO,118,R$ 20.934,0,,
2016,RS,BOM PRINCIPIO,Municipal,Urbana,43024866,ESC MUN ENS FUN SAO MARCOS,65,R$ 16.335,0,,
2016,RS,ENCRUZILHADA DO SUL,Municipal,Rural,43055087,ESC MUN ENS FUN SAO LUIZ,45,R$ 10.341,0,,
2016,RS,BOM PRINCIPIO,Municipal,Urbana,43024858,ESC MUN ENS FUN SAO LUIS,71,R$ 16.425,0,,
2016,RS,CACAPAVA DO SUL,Municipal,Rural,43026990,ESC MUN ENS FUN SAO JUDAS TADEU,38,R$ 13.530,0,,
2016,RS,BOM PRINCIPIO,Municipal,Urbana,43024840,ESC MUN ENS FUN SAO JOSE,297,R$ 35.793,0,,
2016,RS,SANTA ROSA,Municipal,Rural,43126316,ESC MUN ENS FUN SAO JOSE,80,R$ 24.240,0,,
2016,RS,SAO PAULO DAS MISSOES,Municipal,Urbana,43142990,ESC MUN ENS FUN SAO JOSE,20,R$ 1.380,0,,
2016,RS,SAO SEBASTIAO DO CAI,Municipal,Rural,43169554,ESC MUN ENS FUN SAO JOSE,31,R$ 13.425,0,,
2016,RS,VIAMAO,Municipal,Urbana,43167608,ESC MUN ENS FUN SAO JORGE,130,R$ 28.350,0,,
2016,RS,CACAPAVA DO SUL,Municipal,Urbana,43026982,ESC MUN ENS FUN SAO JOAO BATISTA,81,R$ 16.275,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113290,ESC MUN ENS FUN SAO JOAO BATISTA,80,R$ 9.936,0,,
2016,RS,SANTA MARIA,Municipal,Urbana,43123554,ESC MUN ENS FUN SAO JOAO BATISTA,120,R$ 23.880,0,,
2016,RS,TRINDADE DO SUL,Municipal,Rural,43159303,ESC MUN ENS FUN SAO JERONIMO,39,R$ 13.545,0,,
2016,RS,BARROS CASSAL,Municipal,Rural,43022103,ESC MUN ENS FUN SAO FRANCISCO,40,R$ 8.136,0,,
2016,RS,VERA CRUZ,Municipal,Urbana,43165982,ESC MUN ENS FUN SAO FRANCISCO,66,R$ 16.350,0,,
2016,RS,SALVADOR DO SUL,Municipal,Urbana,43183085,ESC MUN ENS FUN SANTO INACIO DE LOYOLA,167,R$ 30.990,0,,
2016,RS,NAO-ME-TOQUE,Municipal,Urbana,43089020,ESC MUN ENS FUN SANTO ANTONIO,20,R$ 4.620,0,,
2016,RS,LAJEADO,Municipal,Urbana,43083072,ESC MUN ENS FUN SANTO ANDRE,117,R$ 23.835,0,,
2016,RS,TUPANCI DO SUL,Municipal,Rural,43138810,ESC MUN ENS FUN SANTA TEREZINHA,23,R$ 6.255,0,,
2016,RS,CAMPINA DAS MISSOES,Municipal,Rural,43032826,ESC MUN ENS FUN SANTA TERESA,59,R$ 17.445,0,,
2016,RS,CHUVISCA,Municipal,Rural,43031749,ESC MUN ENS FUN SANTA LUZIA,255,R$ 45.927,0,,
2016,RS,PICADA CAFE,Municipal,Rural,43091903,ESC MUN ENS FUN SANTA JOANA FRANCISCA,168,R$ 52.200,0,,
2016,RS,GUAIBA,Municipal,Rural,43070094,ESC MUN ENS FUN SANTA CATARINA,60,R$ 6.060,0,,
2016,RS,RODEIO BONITO,Municipal,Rural,43115829,ESC MUN ENS FUN SANTA BARBARA,84,R$ 27.900,0,,
2016,RS,DERRUBADAS,Municipal,Urbana,43200540,ESC MUN ENS FUN SALTO GRANDE,200,R$ 28.260,0,,
2016,RS,ROCA SALES,Municipal,Rural,43115446,ESC MUN ENS FUN SAGRADA FAMILIA,180,R$ 31.428,0,,
2016,RS,MORRO REUTER,Municipal,Rural,43051243,ESC MUN ENS FUN RUI BARBOSA,55,R$ 17.385,0,,
2016,RS,SAO LOURENCO DO SUL,Municipal,Rural,43140360,ESC MUN ENS FUN RODOLPHO KRUGER,102,R$ 34.650,0,,
2016,RS,GUAIBA,Municipal,Urbana,43070051,ESC MUN ENS FUN RIO GRANDE DO SUL,41,R$ 4.045,0,,
2016,RS,FLORES DA CUNHA,Municipal,Rural,43062881,ESC MUN ENS FUN RIO BRANCO,115,R$ 34.845,0,,
2016,RS,PASSA SETE,Municipal,Rural,43149804,ESC MUN ENS FUN RICARDO ANTUNES MELCHIOR,20,R$ 6.780,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113249,ESC MUN ENS FUN RAMIZ GALVAO,40,R$ 5.544,0,,
2016,RS,LAGOA BONITA DO SUL,Municipal,Rural,43149790,ESC MUN ENS FUN RAINHA DOS APOSTOLOS,124,R$ 8.436,0,,
2016,RS,LAGOA VERMELHA,Municipal,Urbana,43082017,ESC MUN ENS FUN PROF� LEA BEATRIZ DE QUADROS DOLZAN,20,R$ 4.620,0,,
2016,RS,CACIQUE DOBLE,Municipal,Urbana,43030149,ESC MUN ENS FUN PROF� IVONE SALETE P DEMARTINI,100,R$ 12.708,0,,
2016,RS,SAO VALENTIM,Municipal,Urbana,43181872,ESC MUN ENS FUN PROF� AZIDIA DOS SANTOS CAPEL,102,R$ 16.560,0,,
2016,RS,SAO LOURENCO DO SUL,Municipal,Urbana,43172768,ESC MUN ENS FUN PROFESSORA MARINA VARGAS,64,R$ 9.792,0,,
2016,RS,SANTA VITORIA DO PALMAR,Municipal,Urbana,43172024,ESC MUN ENS FUN PROFESSORA MARIA RAMIS,120,R$ 23.880,0,,
2016,RS,LAGOA BONITA DO SUL,Municipal,Rural,43149715,ESC MUN ENS FUN PROFESSORA MARIA ISAIRA CORTE TAVARES,27,R$ 3.975,0,,
2016,RS,SAO LOURENCO DO SUL,Municipal,Urbana,43140653,ESC MUN ENS FUN PROFESSORA IZOLINA PASSOS,80,R$ 16.560,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43039944,ESC MUN ENS FUN PROFESSOR POLIBIO DO VALLE,50,R$ 11.790,0,,
2016,RS,ARARICA,Municipal,Urbana,43146040,ESC MUN ENS FUN PROFESSOR MARTIM FREDERICO RASCHKE,347,R$ 42.867,0,,
2016,RS,MACHADINHO,Municipal,Urbana,43084567,ESC MUN ENS FUN PROFESSOR ITACYR FONTANA,154,R$ 21.165,0,,
2016,RS,MORRO REUTER,Municipal,Rural,43051235,ESC MUN ENS FUN PROFESSOR FRANCISCO WEILER,45,R$ 17.235,0,,
2016,RS,MORRO REUTER,Municipal,Urbana,43051359,ESC MUN ENS FUN PROFESSOR EDVINO BERVIAN,106,R$ 23.670,0,,
2016,RS,DOM PEDRITO,Municipal,Urbana,43053084,ESC MUN ENS FUN PROFESSOR BERNARDINO TATU,100,R$ 21.180,0,,
2016,RS,SAO LOURENCO DO SUL,Municipal,Urbana,43140513,ESC MUN ENS FUN PROFESSOR ARMANDO DAS NEVES,120,R$ 18.975,0,,
2016,RS,ARROIO DO MEIO,Municipal,Urbana,43180930,ESC MUN ENS FUN PROFESSOR ARLINDO BACK,36,R$ 2.740,0,,
2016,RS,SANTA VITORIA DO PALMAR,Municipal,Rural,43175082,ESC MUN ENS FUN PROF OSCAR MACHADO,98,R$ 18.594,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113834,ESC MUN ENS FUN PROF JOAO DE OLIVEIRA MARTINS,240,R$ 28.656,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113761,ESC MUN ENS FUN PROF JAYME GOMES MONTEIRO,60,R$ 7.164,0,,
2016,RS,TAQUARI,Municipal,Urbana,43153453,ESC MUN ENS FUN PROF EMILIO SCHENK,290,R$ 35.730,0,,
2016,RS,SINIMBU,Municipal,Rural,43120636,ESC MUN ENS FUN PROF ADOLFO DASSOW,21,R$ 6.237,0,,
2016,RS,ARROIO DO MEIO,Municipal,Urbana,43015905,ESC MUN ENS FUN PRINCESA ISABEL,70,R$ 16.410,0,,
2016,RS,SANTA ROSA,Municipal,Rural,43126219,ESC MUN ENS FUN PRINCESA ISABEL,76,R$ 24.180,0,,
2016,RS,TIRADENTES DO SUL,Municipal,Rural,43158692,ESC MUN ENS FUN PRINCESA ISABEL,40,R$ 4.040,0,,
2016,RS,VIAMAO,Municipal,Urbana,43167799,ESC MUN ENS FUN PRESIDENTE JOAO GOULART,120,R$ 23.880,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43039910,ESC MUN ENS FUN PRESIDENTE CASTELO BRANCO,30,R$ 2.710,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43039537,ESC MUN ENS FUN PRES GETULIO DORNELLES VARGAS,30,R$ 2.710,0,,
2016,RS,RIO GRANDE,Municipal,Urbana,43113915,ESC MUN ENS FUN PORTO SEGURO,120,R$ 14.328,0,,
2016,RS,XANGRI-LA,Municipal,Urbana,43038816,ESC MUN ENS FUN PETRONILHA MARIA ALVES DOS SANTOS,50,R$ 11.790,0,,
2016,RS,ROCA SALES,Municipal,Rural,43115438,ESC MUN ENS FUN PERPETUO SOCORRO,40,R$ 13.560,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43039553,ESC MUN ENS FUN PEDRO VARGAS,30,R$ 2.710,0,,
2016,RS,SANTA ROSA,Municipal,Urbana,43126197,ESC MUN ENS FUN PEDRO SPERONI,150,R$ 31.050,0,,
2016,RS,MARAU,Municipal,Urbana,43085652,ESC MUN ENS FUN PEDRO RIGO,80,R$ 3.312,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43039987,ESC MUN ENS FUN PEDRO PASQUALOTTO,35,R$ 2.735,0,,
2016,RS,MONTENEGRO,Municipal,Rural,43087531,ESC MUN ENS FUN PEDRO JOAO MULLER,80,R$ 24.240,0,,
2016,RS,NOVA PETROPOLIS,Municipal,Rural,43091873,ESC MUN ENS FUN PEDRO BECK FILHO,35,R$ 13.485,0,,
2016,RS,CARAZINHO,Municipal,Urbana,43181252,ESC MUN ENS FUN PATRONATO SANTO ANTONIO,130,R$ 18.975,0,,
2016,RS,CRUZEIRO DO SUL,Municipal,Urbana,43050590,ESC MUN ENS FUN PASSO DE ESTRELA,40,R$ 9.240,0,,
2016,RS,ITATIBA DO SUL,Municipal,Rural,43205992,ESC MUN ENS FUN PAROBE,27,R$ 10.485,0,,
2016,RS,VIAMAO,Municipal,Urbana,43167110,ESC MUN ENS FUN PADRE REUS,40,R$ 9.240,0,,
2016,RS,SAO SEBASTIAO DO CAI,Municipal,Rural,43144110,ESC MUN ENS FUN PADRE LUIZ MULLER,26,R$ 10.470,0,,
2016,RS,HERVAL,Municipal,Urbana,43057527,ESC MUN ENS FUN PADRE LIBORIO POERSCH,100,R$ 21.180,0,,
2016,RS,SINIMBU,Municipal,Rural,43120881,ESC MUN ENS FUN PADRE JOSE DE ANCHIETA,20,R$ 6.780,0,,
2016,RS,SAO JOSE DO NORTE,Municipal,Rural,43138373,ESC MUN ENS FUN PADRE EUGENIO TYCK,40,R$ 13.560,0,,
2016,RS,SALVADOR DO SUL,Municipal,Rural,43118852,ESC MUN ENS FUN PADRE ANTONIO FEIJO,25,R$ 10.455,0,,
